processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
BZLWD648-09	BZLWD7867	1130769	USNM:FISH:BLZ7867	7867	Smithsonian Institution		BOLD:AAC4853	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	84618	Caranx crysos			David G. Smith		Mitchill, 1815					local fishermen							A						FAO-31	Belize City market: 230mm: Lee`s camera:	17.45	-88.1167							Belize		Belize District		Belize City Fishmarket									
CFCS028-08	SA8JZ029	850570	MBCSC:Fish:HN SY08344		Chinese Academy of Sciences, Marine Biodiversity Collection of South China Sea		BOLD:AAB3475	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140185	Platycaranx	1140186	Platycaranx chrysophrys			Junbin Zhang							Junbin Zhang													FAO-61		17.073	109.736							China	Hainan												
CFCS258-08	SA8JZ259	888835	MBCSC:Fish:HN SY08574		Chinese Academy of Sciences, Marine Biodiversity Collection of South China Sea		BOLD:AAB5912	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	34207	Seriola dumerili			Junbin Zhang		Risso, 1810					Junbin Zhang													FAO-61		18.234	109.455							China	Hainan												
DBMF208-10	DBMF-M208	1665432	UMTF03456	KDJ01-01	Universiti Malaysia Terengganu		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833					Tun Nurul Aimi													FAO-71		4.778	103.425							Malaysia	Terengganu	South China Sea		Kuala Dungun									
DBMF233-10	DBMF-M233	1665457	UMTF03481	KDJ06-01	Universiti Malaysia Terengganu		BOLD:AAB6418	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	20619	Scomberoides tol					Cuvier, 1832					Tun Nurul Aimi													FAO-71		4.778	103.425							Malaysia	Terengganu	South China Sea		Kuala Dungun									
DBMF478-10	DBMF-M478	1720445	UMTF 03726	MR10-04	Universiti Malaysia Terengganu		BOLD:AAC0331	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68592	Selaroides	68593	Selaroides leptolepis					Cuvier, 1833					Tun Nurul Aimi													FAO-71		4.333	113.995							Malaysia	Sarawak	South China Sea		Miri									
DBMF773-10	DBMF-M773	1720740	UMTF 04021	KKJ08-02	Universiti Malaysia Terengganu		BOLD:ACS0288	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	68595	Caranx tille					Cuvier, 1833					Tun Nurul Aimi													FAO-71		5.983	116.072							Malaysia	Sabah	South China Sea		Kota Kinabalu									
DBMR049-19	SP-88-2	10625831	USMFC (69) 00019	SP-88-2	Universiti Sains Malaysia, Centre for Global Sustainability Studies		BOLD:AAB0587	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11573	Caranx ignobilis			Danial Hariz ZA	Taxonomic keys	(Forsskål, 1775)					DHZA				Samples bought from local fishmonger		Landing site/ local market collection				Estuary					5.578	100.341							Malaysia	Kedah	Kuala Muda		Pasar Bisik Kuala Muda	3588183	http://www.boldsystems.org/pics/DBMR/SP_88_2+1567038038.jpg	Lateral			2019	CreativeCommons � Attribution Share-Alike	Universiti Sains Malaysia	Danial Hariz ZA
DNATR1467-13	TR1467EK	3045184		TR1467EK	Ankara University Biotechnology Institute		BOLD:AAB5912	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	34207	Seriola dumerili			Emre Keskin		Risso, 1810					Emre Keskin							A								38.9321	35.5689	Coordinates from country centroid						Turkey													
DNATR803-13	TR803EK	3044520		TR803EK	Ankara University Biotechnology Institute		BOLD:ACD2812	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3532	Lichia	11595	Lichia amia			Emre Keskin		Linnaeus, 1758					Emre Keskin							A								38.9321	35.5689	Coordinates from country centroid						Turkey													
DNATR819-13	TR819EK	3044536		TR819EK	Ankara University Biotechnology Institute		BOLD:ACD2812	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3532	Lichia	11595	Lichia amia			Emre Keskin		Linnaeus, 1758					Emre Keskin							A								38.9321	35.5689	Coordinates from country centroid						Turkey													
DSFSG649-11	ADC11_210.37 #1	1919766		ADC11_210.37 #1	South African Institute for Aquatic Biodiversity		BOLD:ACY7211	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3547	Pseudocaranx	11562	Pseudocaranx dentex			Allan D. Connell		(Bloch & Schneider, 1801)																			trawlnet	-28.5536	24.7525	Coordinates from country centroid						South Africa					1607546	http://www.boldsystems.org/pics/DSSAU/Pseudocaranx_dentex_210.37_#1+1297713890.jpg	Lateral		Allan D. Connell	2011	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Allan D. Connell
DSFSG934-13	ADC2013 210.22 #5	3398776		ADC2013 210.22 #5	South African Institute for Aquatic Biodiversity		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus			Allan D. Connell		Quoy & Gaimard, 1825					Bruce Mann													210.22 #5		-28.125	32.56			-1				South Africa				Cape Vidal	2077021	http://www.boldsystems.org/pics/DSFSG/Caranx_sexfasciatus_210.22_#5+1365735860.JPG	Lateral		Allan D Connell	2013	CreativeCommons - Attribution Non-Commercial No Derivatives	Allan D Connell	Allan D Connell
DSLAG1116-11	ADC11-0101	2065332		Larva 18.12.2010 inshore #1	Research Collection of Allan Connell		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18714	Decapterus russelli			Dirk Steinke	BOLD assignment	(Rüppell, 1830)		unvouchered			Allan D. Connell							i						Larva 18.12.2010 inshore #1	Actinopterygii	-29.867	31.05	Gazetteer						South Africa	KwaZulu-Natal			Durban									
DSLAR259-08	ADC08-E III A6.1	959905		E III A61102008Li #1	Research Collection of Allan Connell		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	352344	Trachurus delagoa			Dirk Steinke	BOLD assignment	Nekrasov, 1970		unvouchered			Allan D. Connell							i						E III A61/10/2008Li #1	Actinopterygii	-30.333	30.75	Gazetteer			12.5			South Africa	KwaZulu-Natal	Ugu		Park Rynie	2757334|2757335	http://www.boldsystems.org/pics/TZSAL/E_III_A6+1447794290.jpg|http://www.boldsystems.org/pics/TZSAL/E_III_A6_egg+1447794278.jpg	Lateral|Total	Larva|Egg	Allan Connell|Allan Connell	2013|2013	CreativeCommons - Attribution Non-Commercial|CreativeCommons - Attribution Non-Commercial	South African Institute for Aquatic Biodiversity|South African Institute for Aquatic Biodiversity	|
FISHP250-16	Co-02-IMARPE	6974608	Co-02-IMARPE	Co-02-IMARPE	Instituto del Mar del Peru		BOLD:ABA1949	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3513	Carangoides	601384	Carangoides otrynter										Instituto del Mar del Peru				muddy , sandy and stony background		Red cortina				Bentho-demersal					-7.43888	-79.5839							Peru	La Libertad	Pacasmayo		El Loro									
FNZA100-07	Tmur2	526801		Tmur2	National Institute of Water and Atmospheric Research, Auckland		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11558	Trachurus murphyi					Nichols, 1920					S. Grayling													FAO-81										New Zealand		Northland		Bay of Islands									
FOAC467-05	BW-A1466	60183			CSIRO, Australian National Fish Collection		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																			FAO-02									Australia	Queensland												
FOAQ1029-22	BW-A16828	15467534	QM I 41082	GT 14799	CSIRO, Australian National Fish Collection		BOLD:AAB0584	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus			Jeff Johnson		Quoy & Gaimard, 1825																				-13.0458	141.622							Australia	Queensland			Norman Creek, 32 nm S of Weipa									
FSCS087-06	FSCS 36-W-5	334891	GD 9086062		Chinese Academy of Sciences, Marine Biodiversity Collection of South China Sea		BOLD:AAC0331	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	68592	Selaroides	68593	Selaroides leptolepis			Junbin Zhang		Cuvier, 1833					Junbin Zhang													FAO-61		20.476	109.825							China	Guangdong			Wushi, Zhanjiang									
FTWS948-09	ASIZP0802536	1124396		CC2536	Academia Sinica, Biodiversity Research Center		BOLD:AAB0585	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11569	Caranx melampygus			Peili Lin		Cuvier, 1833					Po-Feng Lee							A						FAO-61		23.1	121.38							Taiwan	Taidong County	Taitung											
GBGC0950-06	AY541645	485711			Mined from GenBank, NCBI		BOLD:AAE2936	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140183	Kaiwarinus	1140184	Kaiwarinus equula																									36.7674	137.469	Coordinates from country centroid						Japan													
GBGC8412-09	FJ347942	1112737	FJ347942		Mined from GenBank, NCBI		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793																				19.02	72.46							India													
GBGCA9148-15	KM006760	5637409	CSIRO_377_Tra_dec_07	KM006760	Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11632	Trachurus declivis					Jenyns, 1841																		taxon:271941																							
GBMIN118246-17	KJ502048	8463144		KJ502048	Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																				3.67166	114.633	Coordinates from country centroid						Malaysia													
GBMIN132384-17	KY675571	8489608		KY675571	Mined from GenBank, NCBI		BOLD:ABZ6635	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																				24.136	44.601	Coordinates from country centroid						Saudi Arabia													
GBMNB11809-20	MT076586	11566232	EADF_174		Mined from GenBank, NCBI		BOLD:AAB6417	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	34206	Scomberoides commersonnianus					Lacepède, 1801																																									
GBMNB8046-20	MK843684	11562469	SP22		Mined from GenBank, NCBI		BOLD:AAC3391	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	81400	Trachinotus ovatus					Linnaeus, 1758																												China													
GBMNC15193-20	LC569713	12398294		LC569713	Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	30398	Trachurus japonicus					(Temminck & Schlegel, 1844)																												Pacific Ocean													
GBMND65409-21	MT541830	13676521		MT541830	Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18714	Decapterus russelli					(Rüppell, 1830)																																									
GBMND65462-21	MT371696	13676574	LBPV80446_Trachinotus_carolinus_SP	MT371696	Mined from GenBank, NCBI		BOLD:AAB9493	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	111873	Trachinotus carolinus					Linnaeus, 1766																																									
GBMND65471-21	MT371695	13676583	LBPV84311_Trachinotus_carolinus_PA	MT371695	Mined from GenBank, NCBI		BOLD:AAB9493	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3540	Trachinotus	111873	Trachinotus carolinus					Linnaeus, 1766																																									
GBMNE36793-21	LC501798	14269002	KAUM:I:59724		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Thailand													
GBMNE36832-21	LC501707	14269041	TNSM:F:0010537		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Thailand													
GBMNE36983-21	LC501821	14269192	LC501821		Mined from GenBank, NCBI		BOLD:AAB3382	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3549	Atule	18699	Atule mate					Cuvier, 1833																												Thailand													
GBMNE37063-21	LC502204	14269272	UPVMI:I:1039		Mined from GenBank, NCBI		BOLD:AAC4792	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18711	Decapterus macarellus					Cuvier, 1833																												Philippines													
GBMNE37098-21	LC502310	14269307	FRLM:47295		Mined from GenBank, NCBI		BOLD:ADI4344	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18713	Decapterus macrosoma					Bleeker, 1851																												Thailand													
GBMNE37360-21	LC503228	14269569	LC503228		Mined from GenBank, NCBI		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793																												Malaysia													
GBMNE76750-22	MZ436443	16488639	CUMV:Fish:99129		Mined from GenBank, NCBI		BOLD:AAB9420	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11597	Seriola rivoliana					Valenciennes, 1833																				34.7244	-75.6384							United States													
GBMNE77194-22	MT540980	16489083			Mined from GenBank, NCBI		BOLD:AAC4792	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18711	Decapterus macarellus					Cuvier, 1833																																									
GBMNE77814-22	OP247580	16489703	GX30		Mined from GenBank, NCBI		BOLD:AAB6796	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	59233	Decapterus maruadsi					(Temminck & Schlegel, 1843)																																									
GBMNE78289-22	MZ436484	16490178	CUMV:Fish:99138		Mined from GenBank, NCBI		BOLD:AAF1011	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	86826	Seriola fasciata					Bloch, 1793																				36.6385	-75.4129							United States													
GBMNE79709-22	OK048600	16491598			Mined from GenBank, NCBI		BOLD:AAE3302	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	776575	Decapterus smithvanizi																																	Philippines													
GBMNE85344-22	ON166067	16497233	ZSICF101		Mined from GenBank, NCBI		BOLD:AAH6462	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3513	Carangoides	122787	Carangoides praeustus					(Anonymous [Bennett], 1830)																																									
GBMNE87337-22	ON995484	16499226			Mined from GenBank, NCBI		BOLD:AAB9930	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	68578	Caranx hippos					Linnaeus, 1766																												United States													
GBMNF44149-22	LC646739	15410026	FRLM:54667	LC646739	Mined from GenBank, NCBI		BOLD:ACY7211	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3547	Pseudocaranx	11562	Pseudocaranx dentex					(Bloch & Schneider, 1801)																												Japan													
GBMNF44215-22	OL739104	15410092		OL739104	Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11631	Trachurus trachurus					Linnaeus, 1758																												Turkey													
LMUOR020-21	GsD:D4	13660875	Ruh-L4.4-GsD:D4	Ruh-L4.4-GsD:D4	University of Ruhuna		BOLD:AAB7462	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3570	Gnathanodon	11523	Gnathanodon speciosus			Lahiru Madushan Gamage	Standard FAO guide for the identification of family Carangidae	(Forsskål, 1775)		Ruh:L4.4:GsD	Muscle		Rupasinghe M.A.M.			6.00 a.m.		GsD		Adult	M	S	Pelagic region			at the operculum; just above the lateral line.		9.6615	80.0255							Sri Lanka	Northern	Jaffna, Sri Lanka											
MFLII209-07	MFL529	616717	ECO-CH LP 3676		El Colegio de la Frontera Sur, Unidad Chetumal		BOLD:AAI3669	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18711	Decapterus macarellus			Lourdes Vasquez-Yeomans		Cuvier, 1833					Ivan Castellanos Osorio							I		S				Pre-Juvenile, FAO-31	WGS84, Size 32 mm TL	20.223	-87.2			8				Mexico				Cruise, Gordon Gunter 0701, Station 18, Haul 5,  1									
MFSP1963-11	LBPV53064	2151965	53064	LBP2011071901	Universidade Estadual Paulista, Lab de Biologia e Genetica de Peixes		BOLD:AAB7372	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3543	Selene	34608	Selene setapinnis			Rodrigo Antunes Caires		Mitchill, 1815					Renato Freitas									S						-24.055	-46.341							Brazil	Sao Paulo	Santos											
NOOR019-17	BP_2_DECAP	7527706	BP_2_DECAP	BP_2_DECAP	Universiti Sains Malaysia		BOLD:AAC4792	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18711	Decapterus macarellus			Noorul AZLIANA Jamaludin		Cuvier, 1833					DOF															4.53306	100.633							Malaysia		Bagan Panchor											
SCS307-16	BBWC140	7201618	BBWC140	BBWC140	Guangdong Ocean University		BOLD:ADG2635	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3536	Alepes	90893	Alepes kleinii			Gang Hou	morphological	Bloch, 1793			muscle		Hou Gang															19.25	108.25							China		Beibu gulf											
SCS338-16	QL52	7201649	QL52	QL52	Guangdong Ocean University		BOLD:ADI4344	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3534	Decapterus	18713	Decapterus macrosoma			Gang Hou	morphological	Bleeker, 1851			muscle		Hou Gang															19.417	110.917							China		Northern South China Sea											
SCS437-16	GDC1329	7201748	GDC1329	GDC1329	Guangdong Ocean University		BOLD:AAB6418	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	20619	Scomberoides tol			Gang Hou	morphological	Cuvier, 1832			muscle		Hou Gang															22.017	114.553							China		Northern South China Sea											
SDP331076-16	SGS103	7248631		SGS103	*unvouchered		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11559	Trachurus novaezelandiae			Student		Richardson, 1843																			::meta:{"specimen":["Andrew M"],"trace_run_site":["Generic Commercial Lab"],"trace_upload":["Andrew M"],"sequencing_run_site":["Generic Commercial Lab"],"sequence_upload":["Andrew M"],"image":["Andrew M"]}::endMeta:									Australia					2941736	http://www.boldsystems.org/pics/SDP331/SGS103+1468979854.jpg				2016	CreativeCommons - Attribution Share-Alike	Sydney Grammar School	
SMSA229-09	SMSA7229	1194318	USNM:FISH:SMS7229	SMS7229	Smithsonian Institution		BOLD:AAF1235	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3543	Selene	88380	Selene vomer			David G. Smith		Linnaeus, 1758					Baldwin and Marine Fisheries Group							A						FAO-31	station FP07-11: 600` seine: 225mm	27.3415	-80.2534				1.3			United States	Florida	St. Lucie County		IRL zone 1 grid 506									
TZMSC059-05	ADC210.17-3	45558	Smith210.17-3		South African Institute for Aquatic Biodiversity		BOLD:AAB0587	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11573	Caranx ignobilis			Allan D. Connell		(Forsskål, 1775)					S Weerts							A		S				FAO-51	|gillnet	-28.82	32.03				1			South Africa	KwaZulu-Natal	Richards Bay harbour											
TZMSC067-05	ADC210.52-4	45566	Smith210.52-4		South African Institute for Aquatic Biodiversity		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	352344	Trachurus delagoa			Allan D. Connell		Nekrasov, 1970					Allan D. Connell							A		S				FAO-51	|surface over 40m||handnet	-30.33	30.75							South Africa	KwaZulu-Natal			Park Rynie	1119069	http://www.boldsystems.org/pics/DSSAU/Trachurus_trachurus_Smith_210.5#4+1232490300.jpg	Lateral		Allan D. Connell	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	Research Collection of Allan Connell	Allan D. Connell
ANGBF17256-19	MH190820	10115614			Mined from GenBank, NCBI		BOLD:AAB2977	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	1140185	Platycaranx	1140186	Platycaranx chrysophrys																																														
ANGBF17551-19	KM877638	10115909			Mined from GenBank, NCBI		BOLD:AAC0327	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF17597-19	LC178018	10115955			Mined from GenBank, NCBI		BOLD:AAC0327	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF17599-19	LC178020	10115957			Mined from GenBank, NCBI		BOLD:AAC0327	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF17646-19	LC178067	10116004			Mined from GenBank, NCBI		BOLD:ADE3940	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF17648-19	LC178069	10116006			Mined from GenBank, NCBI		BOLD:ADE3940	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	3531	Seriola	11519	Seriola lalandi					Valenciennes, 1833																																									
ANGBF54064-19	MH191091	10852149			Mined from GenBank, NCBI		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus					Bowdich, 1825																				39.6753	-7.93366	Coordinates from country centroid						Portugal													
AZB003-20	AZB0003	11764830		2869	University of California, Berkeley, Museum of Vertebrate Zoology, Evolutionary Genetics Lab		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus			Adriana S. Luz	Molecular	Bowdich, 1825			Muscle		Adriana Luz							Adult								39.052	-27.97							Portugal	Azores	Graciosa Island											
CSFOM193-10	CSFOM-306	1694366	CSFOM-306		University of Palermo, Dept. of Animal Biology		BOLD:AAA8614	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3511	Trachurus	11629	Trachurus picturatus			Marco Arculeo		Bowdich, 1825												A						FAO-37		42.982	12.7637	Coordinates from country centroid						Italy		Sicily											
DBMF052-10	DBMF-M52	1467587	AHM17-01	AHM17-01	Universiti Malaysia Terengganu		BOLD:AAB8502	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595072	Naucratinae	68588	Seriolina	68589	Seriolina nigrofasciata					(Rüppell, 1829)					Tun Nurul Aimi													FAO-71		3.895	100.938							Malaysia	Perak	Malacca Strait		Hutan Melintang									
DBMF412-10	DBMF-M412	1665636	UMTF03660	KC02-05	Universiti Malaysia Terengganu		BOLD:AAB3884	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3569	Parastromateus	11525	Parastromateus niger					Bloch, 1795					Tun Nurul Aimi													FAO-71		1.531	110.344							Malaysia	Sarawak	South China Sea		Kuching									
DBMF605-10	DBMF-M605	1720572	UMTF 03853	SDK06-02	Universiti Malaysia Terengganu		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793					Tun Nurul Aimi													FAO-71		5.839	118.121							Malaysia	Sabah	Sulu Sea		Sandakan									
DBMF735-10	DBMF-M735	1720702	UMTF 03983	TW17-05	Universiti Malaysia Terengganu		BOLD:AAB6417	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	595073	Scomberoidinae	3544	Scomberoides	34206	Scomberoides commersonnianus					Lacepède, 1801					Tun Nurul Aimi													FAO-71		4.282	117.915							Malaysia	Sabah	Sulawesi Sea		Tawau									
DBMF809-10	DBMF-M809	1720776	UMTF 04057	KPJ02-04	Universiti Malaysia Terengganu		BOLD:AAB0871	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	28012	Selar	28013	Selar crumenophthalmus					Bloch, 1793					Tun Nurul Aimi													FAO-71		6.4	100.131							Malaysia	Perlis	Malacca Strait		Kuala Perlis									
DBMR346-20	SP-97-1	12322950	USMFC (69) 00022	SP-97-1	Universiti Sains Malaysia		BOLD:AAB5775	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	360014	Caranginae	3546	Caranx	11570	Caranx sexfasciatus			Sebastien Lavoue	Morphology	Quoy & Gaimard, 1825					DHZA, NAMA															5.578	100.341							Malaysia	Kedah			Kuala Muda Whispering Market	4650986	http://www.boldsystems.org/pics/DBMR/SP-97-1+1603244915.JPG	Lateral			2020	CreativeCommons - Attribution Share-Alike	Universiti Sains Malaysia	
DNATR802-13	TR802EK	3044519		TR802EK	Ankara University Biotechnology Institute		BOLD:ACD2812	18	Chordata	77	Actinopterygii	747037	Carangiformes	1851	Carangidae	669234	Trachinotinae	3532	Lichia	11595	Lichia amia			Emre Keskin		Linnaeus, 1758					Emre Keskin							A								38.9321	35.5689	Coordinates from country centroid						Turkey													
