SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22681386,44740,Woodpeckers,Campephilus pollens,Powerful Woodpecker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,963000,Unknown,not applicable,Decreasing,inferred
22681549,44890,Woodpeckers,Chrysocolaptes validus,Orange-backed Woodpecker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3390000,Unknown,not applicable,Decreasing,suspected
22681496,44990,Woodpeckers,Dinopium shorii,Himalayan Flameback,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2930000,Unknown,not applicable,Decreasing,suspected
22681525,45070,Woodpeckers,Gecinulus grantia,Pale-headed Woodpecker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3730000,Unknown,not applicable,Decreasing,suspected
22681428,45150,Woodpeckers,Chrysophlegma miniaceum,Banded Woodpecker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4300000,Unknown,not applicable,Decreasing,suspected
22680887,45230,Woodpeckers,Campethera nubica,Nubian Woodpecker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5370000,Unknown,not applicable,Stable,suspected
22681478,45380,Woodpeckers,Picus rabieri,Red-collared Woodpecker,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,687000,Unknown,not applicable,Decreasing,suspected
22726521,45440,Woodpeckers,Picus dedemi,Sumatran Woodpecker,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),241000,2500-9999,suspected,Decreasing,suspected
22681481,45450,Woodpeckers,Picus erythropygius,Black-headed Woodpecker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1120000,Unknown,not applicable,Decreasing,inferred
22681293,45600,Woodpeckers,Colaptes fernandinae,Fernandina's Flicker,EN,False,False,False,False,True,Not a migrant,True,True,False,11000,A2bcde+3bcde+4bcde; C2a(i),105000,600-800,estimated,Decreasing,inferred
62322970,45610,Woodpeckers,Colaptes oceanicus,Bermuda Flicker,EX,False,False,False,False,True,Not a migrant,True,False,False,0,,0,Unknown,not applicable,,not applicable
22726414,45620,Woodpeckers,Colaptes cafer,Red-shafted Flicker,LC,False,False,False,False,True,Full migrant,True,False,False,0,,13300000,Unknown,not applicable,Decreasing,suspected
22726420,45630,Woodpeckers,Colaptes mexicanoides,Guatemalan Flicker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,292000,Unknown,not applicable,Decreasing,suspected
22726449,45740,Woodpeckers,Colaptes campestroides,Pampas Flicker,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1780000,Unknown,not applicable,Increasing,suspected
22696317,47550,"Falcons, Caracaras",Neohierax insignis,White-rumped Pygmy-falcon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd+3cd+4cd,1420000,Unknown,not applicable,Decreasing,inferred
22696362,47570,"Falcons, Caracaras",Falco tinnunculus,Common Kestrel,LC,False,False,False,False,True,Full migrant,True,False,False,0,,116000000, 4300000-6700000,suspected,Decreasing,suspected
22696406,47670,"Falcons, Caracaras",Falco ardosiaceus,Grey Kestrel,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,17000000,Unknown,estimated,Stable,suspected
22696442,47740,"Falcons, Caracaras",Falco eleonorae,Eleonora's Falcon,LC,False,False,False,False,True,Full migrant,True,False,False,0,,3090000,32400-33300,estimated,Increasing,suspected
22696453,47760,"Falcons, Caracaras",Falco columbarius,Merlin,LC,False,False,False,False,True,Full migrant,True,False,True,0,,103000000,250000-3200000,suspected,Stable,suspected
22696466,47810,"Falcons, Caracaras",Falco cuvierii,African Hobby,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,18200000,Unknown,suspected,Decreasing,suspected
22696470,47820,"Falcons, Caracaras",Falco severus,Oriental Hobby,LC,False,False,False,False,True,Full migrant,True,True,False,0,,20300000,Unknown,,Decreasing,suspected
22696476,47840,"Falcons, Caracaras",Falco novaeseelandiae,New Zealand Falcon,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,530000,5000-15000,suspected,Stable,suspected
22696484,47870,"Falcons, Caracaras",Falco subniger,Black Falcon,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,8340000,670-6700,estimated,Stable,suspected
22684739,48050,Cockatoos,Zanda funerea,Yellow-tailed Black-cockatoo,LC,False,False,False,False,True,Nomadic,True,False,False,0,,2700000,Unknown,estimated,Stable,suspected
22728429,48190,Cockatoos,Cacatua ophthalmica,Blue-eyed Cockatoo,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,63700,87000-378000,estimated,Decreasing,inferred
200296433,48210,Cockatoos,Cacatua citrinocristata,Citron-crested Cockatoo,CR,False,False,False,False,True,Not a migrant,True,False,False,0,A2bcd+4bcd,13100,"800-1320,1320",estimated,Decreasing,inferred
22685304,48320,Parrots,Poicephalus meyeri,Brown Parrot,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,10400000,Unknown,not applicable,Stable,suspected
22685312,48370,Parrots,Poicephalus rufiventris,Red-bellied Parrot,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2000000,Unknown,not applicable,Stable,suspected
22686054,48450,Parrots,Touit surdus,Golden-tailed Parrotlet,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),398000,2500-9999,estimated,Decreasing,inferred
22685900,48470,Parrots,Psilopsiagon aymara,Grey-hooded Parakeet,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,970000,Unknown,not applicable,Stable,suspected
22685980,48620,Parrots,Brotogeris jugularis,Orange-chinned Parakeet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2090000,500000-4999999,suspected,Decreasing,suspected
22686419,48660,Parrots,Triclaria malachitacea,Blue-bellied Parrot,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,377000,10000-19999,suspected,Decreasing,suspected
22727615,48820,Parrots,Pionus tumultuosus,Plum-crowned Parrot,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,329000,Unknown,not applicable,Decreasing,suspected
22686374,48930,Parrots,Amazona vinacea,Vinaceous-breasted Amazon,EN,False,False,False,False,True,Nomadic,True,False,False,0,C2a(i),1230000,1000-2499,estimated,Decreasing,suspected
22686222,48970,Parrots,Amazona albifrons,White-fronted Amazon,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2360000,Unknown,estimated,Increasing,suspected
22686201,48990,Parrots,Amazona leucocephala,Cuban Amazon,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A3cd,590000,16000-27000,estimated,Decreasing,inferred
22686215,49000,Parrots,Amazona ventralis,Hispaniolan Amazon,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2cd,99000,6000-15000,estimated,Decreasing,suspected
22728292,49030,Parrots,Amazona autumnalis,Red-lored Amazon,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3050000,Unknown,,Decreasing,suspected
22698707,53740,African and green broadbills,Smithornis capensis,African Broadbill,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,13600000,Unknown,not applicable,Decreasing,suspected
22701656,53800,Typical Antbirds,Euchrepomis sharpei,Yellow-rumped Antwren,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C1+2a(i),101000,2500-9999,suspected,Decreasing,suspected
22701653,53830,Typical Antbirds,Euchrepomis humeralis,Chestnut-shouldered Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1610000,Unknown,not applicable,Decreasing,suspected
22701851,53870,Typical Antbirds,Myrmophylax atrothorax,Black-throated Antbird,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,7150000,Unknown,not applicable,Stable,suspected
22701589,53880,Typical Antbirds,Microrhopias quixensis,Dot-winged Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,10300000,500000-4999999,suspected,Decreasing,suspected
22701469,53900,Typical Antbirds,Epinecrophylla fulviventris,Checker-throated Stipplethroat,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1360000,Unknown,not applicable,Decreasing,inferred
22701474,53920,Typical Antbirds,Epinecrophylla leucophthalma,White-eyed Stipplethroat,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3340000,Unknown,not applicable,Decreasing,inferred
22701484,53950,Typical Antbirds,Epinecrophylla spodionota,Foothill Stipplethroat,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,843000,Unknown,not applicable,Decreasing,suspected
103657276,53960,Typical Antbirds,Epinecrophylla ornata,Western Ornate Stipplethroat,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2040000,Unknown,not applicable,Decreasing,suspected
22733626,54180,Typical Antbirds,Myrmotherula brachyura,Pygmy Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,6790000,Unknown,,Decreasing,suspected
22731673,54190,Typical Antbirds,Myrmotherula ignota,Moustached Antwren,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2610000,500000-5000000,estimated,Decreasing,suspected
22733159,54230,Typical Antbirds,Myrmotherula multostriata,Amazonian Streaked Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5790000,Unknown,not applicable,Stable,suspected
22701451,54250,Typical Antbirds,Myrmotherula cherriei,Cherrie's Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1430000,Unknown,not applicable,Decreasing,suspected
22701517,54350,Typical Antbirds,Myrmotherula iheringi,Ihering's Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1650000,Unknown,not applicable,Decreasing,suspected
22701524,54370,Typical Antbirds,Myrmotherula unicolor,Unicolored Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,254000,Unknown,not applicable,Decreasing,suspected
22701643,54500,Typical Antbirds,Terenura maculata,Streak-capped Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1340000,Unknown,not applicable,Decreasing,inferred
22701543,54510,Typical Antbirds,Dichrozona cincta,Banded Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4440000,Unknown,not applicable,Decreasing,suspected
22701375,54610,Typical Antbirds,Dysithamnus stictothorax,Spot-breasted Antvireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,707000,Unknown,not applicable,Decreasing,suspected
22701384,54640,Typical Antbirds,Dysithamnus puncticeps,Spot-crowned Antvireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,546000,Unknown,not applicable,Decreasing,inferred
22701387,54650,Typical Antbirds,Dysithamnus xanthopterus,Rufous-backed Antvireo,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,188000,Unknown,not applicable,Decreasing,inferred
22701555,54710,Typical Antbirds,Herpsilochmus atricapillus,Black-capped Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4650000,Unknown,not applicable,Decreasing,inferred
22729224,54760,Typical Antbirds,Herpsilochmus dugandi,Dugand's Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,329000,Unknown,not applicable,Decreasing,suspected
22724610,54790,Typical Antbirds,Herpsilochmus gentryi,Ancient Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,65300,Unknown,not applicable,Decreasing,suspected
22701571,54800,Typical Antbirds,Herpsilochmus dorsimaculatus,Spot-backed Antwren,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1230000,Unknown,not applicable,Decreasing,suspected
22701223,54900,Typical Antbirds,Cymbilaimus lineatus,Fasciated Antshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,9350000,500000-4999999,estimated,Decreasing,suspected
22701226,54910,Typical Antbirds,Cymbilaimus sanctaemariae,Bamboo Antshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,541000,Unknown,not applicable,Decreasing,suspected
22701232,54940,Typical Antbirds,Batara cinerea,Giant Antshrike,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2520000,Unknown,not applicable,Decreasing,inferred
103657716,55010,Typical Antbirds,Sakesphorus pulchellus,Streak-fronted Antshrike,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,371000,Unknown,not applicable,Decreasing,suspected
22733849,55110,Typical Antbirds,Thamnophilus tenuepunctatus,Lined Antshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,543000,Unknown,not applicable,Stable,suspected
103658059,55130,Typical Antbirds,Thamnophilus bernardi,Collared Antshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,184000,Unknown,not applicable,Decreasing,suspected
22701322,55310,Typical Antbirds,Thamnophilus aroyae,Upland Antshrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,77000,Unknown,not applicable,Decreasing,suspected
22701662,55470,Typical Antbirds,Cercomacra cinerascens,Grey Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7420000,Unknown,not applicable,Decreasing,suspected
22701692,55480,Typical Antbirds,Cercomacra melanaria,Mato Grosso Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,806000,Unknown,not applicable,Decreasing,inferred
103658788,55810,Typical Antbirds,Hypocnemis rondoni,Manicore Antwarbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,96000,Unknown,not applicable,Decreasing,suspected
22735497,55820,Typical Antbirds,Hypocnemis striata,Spix's Antwarbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1190000,100000-499999,suspected,Decreasing,inferred
22701856,55850,Typical Antbirds,Pithys albifrons,White-plumed Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4720000,Unknown,not applicable,Decreasing,suspected
22701859,55860,Typical Antbirds,Pithys castaneus,White-masked Antbird,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),7000,1500-7000,estimated,Decreasing,suspected
103658838,55890,Typical Antbirds,Willisornis nigrigula,Tapajos Scale-backed Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,669000,Unknown,not applicable,Decreasing,suspected
22701945,55920,Typical Antbirds,Phlegopsis nigromaculata,Black-spotted Bare-eye,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,6080000,Unknown,not applicable,Decreasing,suspected
22701960,55930,Typical Antbirds,Phlegopsis borbae,Pale-faced Bare-eye,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,264000,Unknown,not applicable,Decreasing,suspected
22730404,56000,Typical Antbirds,Gymnopithys leucaspis,White-cheeked Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1540000,Unknown,not applicable,Stable,suspected
22701869,56010,Typical Antbirds,Gymnopithys rufigula,Rufous-throated Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1860000,Unknown,not applicable,Decreasing,suspected
155256702,56080,Typical Antbirds,Myrmoderus eowilsoni,Cordillera Azul Antbird,NT,False,False,False,False,True,Not a migrant,True,False,False,25000,C2a(ii),34500,7000-34000,suspected,Decreasing,suspected
22701792,56090,Typical Antbirds,Myrmoderus ferrugineus,Ferruginous-backed Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1700000,Unknown,not applicable,Decreasing,suspected
22701737,56160,Typical Antbirds,Hypocnemoides melanopogon,Black-chinned Antbird,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,4670000,Unknown,not applicable,Stable,suspected
22735305,56190,Typical Antbirds,Myrmelastes saturatus,Roraiman Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,55200,Unknown,not applicable,Decreasing,suspected
22701832,56210,Typical Antbirds,Myrmelastes hyperythrus,Plumbeous Antbird,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,2120000,Unknown,not applicable,Decreasing,suspected
22701813,56320,Typical Antbirds,Sipia nigricauda,Esmeraldas Antbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,166000,Unknown,not applicable,Decreasing,suspected
22730396,56450,Typical Antbirds,Pyriglena leuconota,White-backed Fire-eye,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,8450000,Unknown,not applicable,Decreasing,not applicable
22702187,60770,Ovenbirds,Leptasthenura striata,Streaked Tit-spinetail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,285000,Unknown,not applicable,Decreasing,suspected
22729219,60890,Ovenbirds,Phacellodomus maculipectus,Spot-breasted Thornbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,152000,Unknown,not applicable,Decreasing,suspected
22702621,60910,Ovenbirds,Phacellodomus ruber,Greater Thornbird,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,4240000,Unknown,not applicable,Decreasing,inferred
103673286,61010,Ovenbirds,Asthenes huancavelicae,Huancavelica Canastero,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,65300,2500-9999,suspected,Decreasing,suspected
22732009,61020,Ovenbirds,Asthenes arequipae,Arequipa Canastero,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,218000,Unknown,not applicable,Decreasing,suspected
22702225,61220,Ovenbirds,Asthenes griseomurina,Mouse-colored Thistletail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,24600,Unknown,not applicable,Decreasing,suspected
22702588,61470,Ovenbirds,Thripophaga macroura,Striated Softtail,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),243000,5000-15000,inferred,Decreasing,suspected
22702594,61480,Ovenbirds,Thripophaga fusciceps,Plain Softtail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2840000,Unknown,not applicable,Stable,suspected
103674933,61560,Ovenbirds,Cranioleuca vulpina,Rusty-backed Spinetail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,9720000,Unknown,,Decreasing,not applicable
22702444,61680,Ovenbirds,Cranioleuca semicinerea,Grey-headed Spinetail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1250000,Unknown,not applicable,Decreasing,suspected
22702530,61780,Ovenbirds,Pseudasthenes steinbachi,Steinbach's Canastero,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,717000,Unknown,not applicable,Stable,suspected
103675261,61940,Ovenbirds,Synallaxis simoni,Araguaia Spinetail,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,47300,Unknown,not applicable,Decreasing,suspected
22702387,61970,Ovenbirds,Synallaxis candei,White-whiskered Spinetail,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,256000,Unknown,not applicable,Decreasing,suspected
22702334,61990,Ovenbirds,Synallaxis tithys,Blackish-headed Spinetail,VU,False,False,False,False,True,Not a migrant,True,False,False,2600,A2c+3c+4c; C2a(i),42500,2500-9999,estimated,Decreasing,suspected
22702317,62150,Ovenbirds,Synallaxis infuscata,Pinto's Spinetail,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),38600-52400,"300-5000, 300-2500",estimated,Decreasing,inferred
22731980,63680,Tityras and allies,Myiobius barbatus,Whiskered Flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,12000000,Unknown,not applicable,Decreasing,suspected
22700821,63710,Tityras and allies,Iodopleura isabellae,White-browed Purpletuft,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5720000,Unknown,not applicable,Decreasing,suspected
22700818,63730,Tityras and allies,Iodopleura pipra,Buff-throated Purpletuft,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),962000,1000-2499,estimated,Decreasing,inferred
103676987,63750,Tityras and allies,Tityra cayana,Western Black-tailed Tityra,LC,False,False,False,False,True,Full migrant,True,True,False,0,,5990000,Unknown,not applicable,Decreasing,suspected
22700638,63810,Tityras and allies,Pachyramphus versicolor,Barred Becard,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3810000,500000-4999999,suspected,Decreasing,suspected
103677088,63830,Tityras and allies,Pachyramphus griseigularis,Green-cheeked Becard,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,847000,Unknown,not applicable,Decreasing,suspected
22700667,63850,Tityras and allies,Pachyramphus spodiurus,Slaty Becard,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,152000,1000-2499,estimated,Decreasing,suspected
22700680,63890,Tityras and allies,Pachyramphus niger,Jamaican Becard,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,13500,Unknown,not applicable,Stable,suspected
22700673,63900,Tityras and allies,Pachyramphus homochrous,One-colored Becard,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1070000,50000-499999,suspected,Decreasing,suspected
22700683,63910,Tityras and allies,Pachyramphus validus,Crested Becard,LC,False,False,False,False,True,Full migrant,True,False,False,0,,9800000,Unknown,not applicable,Decreasing,inferred
103677221,63960,Tityras and allies,Pachyramphus major,Eastern Grey-collared Becard,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,1260000,Unknown,not applicable,Decreasing,suspected
22700658,63970,Tityras and allies,Pachyramphus marginatus,Black-capped Becard,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,11000000,Unknown,not applicable,Decreasing,suspected
22700617,64020,Tityras and allies,Schiffornis major,Varzea Schiffornis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4150000,Unknown,not applicable,Decreasing,suspected
22728535,64120,Tityras and allies,Laniisoma buckleyi,Andean Laniisoma,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,1810000,Unknown,not applicable,Decreasing,suspected
22700705,64130,Tityras and allies,Laniisoma elegans,Brazilian Laniisoma,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,316000-1200000,Unknown,not applicable,Decreasing,suspected
103679869,64200,Tyrant-flycatchers,Platyrinchus mystaceus,Eastern White-throated Spadebill,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,11200000,Unknown,not applicable,Decreasing,suspected
22701216,64260,Tyrant-flycatchers,Piprites griseiceps,Grey-headed Piprites,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,299000,Unknown,not applicable,Decreasing,inferred
22701220,64270,Tyrant-flycatchers,Piprites chloris,Wing-barred Piprites,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,12900000,Unknown,not applicable,Decreasing,suspected
22699516,64420,Tyrant-flycatchers,Phylloscartes ceciliae,Alagoas Tyrannulet,CR,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),11800,50-249,estimated,Decreasing,inferred
22699509,64480,Tyrant-flycatchers,Phylloscartes oustaleti,Oustalet's Tyrannulet,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,662000,Unknown,not applicable,Decreasing,suspected
22699477,64510,Tyrant-flycatchers,Pogonotriccus poecilotis,Variegated Bristle-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2250000,Unknown,not applicable,Decreasing,suspected
22699462,64540,Tyrant-flycatchers,Pogonotriccus venezuelanus,Venezuelan Bristle-tyrant,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1b(ii,iii,v)",14500,Unknown,not applicable,Decreasing,suspected
22699473,64560,Tyrant-flycatchers,Pogonotriccus orbitalis,Spectacled Bristle-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,983000,Unknown,not applicable,Decreasing,inferred
22735464,64750,Tyrant-flycatchers,Cnipodectes superrufus,Rufous Twistwing,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),309000,2500-9999,estimated,Increasing,observed
22699549,64950,Tyrant-flycatchers,Myiornis ecaudatus,Short-tailed Pygmy-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7600000,Unknown,not applicable,Decreasing,suspected
22699584,64960,Tyrant-flycatchers,Oncostoma cinereigulare,Northern Bentbill,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1180000,500000-4999999,suspected,Decreasing,inferred
22699554,64980,Tyrant-flycatchers,Lophotriccus pileatus,Scale-crested Pygmy-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4530000,500000-4999999,suspected,Decreasing,suspected
22698876,65070,Tyrant-flycatchers,Hemitriccus diops,Drab-breasted Bamboo-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1420000,Unknown,not applicable,Decreasing,inferred
22698882,65080,Tyrant-flycatchers,Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,464000,Unknown,not applicable,Decreasing,suspected
22698907,65120,Tyrant-flycatchers,Hemitriccus orbitatus,Eye-ringed Tody-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,685000,Unknown,not applicable,Decreasing,suspected
22736493,66720,Tyrant-flycatchers,Pseudocolopteryx citreola,Ticking Doradito,LC,False,False,False,False,True,Full migrant,True,True,False,0,,771000,Unknown,not applicable,Decreasing,suspected
103681997,66770,Tyrant-flycatchers,Serpophaga subcristata,White-crested Tyrannulet,LC,False,False,False,False,True,Full migrant,True,False,False,0,,7870000,Unknown,not applicable,Stable,suspected
22736536,66780,Tyrant-flycatchers,Serpophaga griseicapilla,Straneck's Tyrannulet,LC,False,False,False,False,True,Full migrant,True,False,False,0,,567000,Unknown,not applicable,Stable,suspected
103682408,66870,Tyrant-flycatchers,Myiophobus fasciatus,Bran-colored Flycatcher,LC,False,False,False,False,True,Full migrant,True,False,False,0,,17000000,5000000-50000000,estimated,Stable,suspected
22699677,66930,Tyrant-flycatchers,Myiophobus roraimae,Roraiman Flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2340000,Unknown,not applicable,Decreasing,suspected
22699905,66960,Tyrant-flycatchers,Silvicultrix jelskii,Jelski's Chat-tyrant,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,129000,Unknown,not applicable,Decreasing,suspected
103682812,67040,Tyrant-flycatchers,Ochthoeca fumicolor,Brown-backed Chat-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2460000,Unknown,not applicable,Stable,suspected
22699947,67070,Tyrant-flycatchers,Ochthoeca piurae,Piura Chat-tyrant,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,38400,Unknown,not applicable,Decreasing,suspected
22699943,67080,Tyrant-flycatchers,Ochthoeca leucophrys,White-browed Chat-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2040000,Unknown,not applicable,Decreasing,suspected
22699951,67090,Tyrant-flycatchers,Ochthoeca salvini,Tumbes Tyrant,NT,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii); D1,50000,1000-2499,estimated,Decreasing,suspected
22699200,67120,Tyrant-flycatchers,Sublegatus arenarum,Northern Scrub-flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2350000,500000-4999999,suspected,Stable,suspected
22700300,67270,Tyrant-flycatchers,Alectrurus tricolor,Cock-tailed Tyrant,VU,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(i),2800000,2000-8000,estimated,Decreasing,inferred
22700244,67350,Tyrant-flycatchers,Knipolegus poecilurus,Rufous-tailed Tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4700000,Unknown,not applicable,Stable,suspected
22700256,67380,Tyrant-flycatchers,Knipolegus nigerrimus,Velvety Black-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2260000,Unknown,not applicable,Stable,suspected
22731705,67400,Tyrant-flycatchers,Knipolegus cabanisi,Plumbeous Black-tyrant,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,632000,Unknown,not applicable,Decreasing,suspected
22700220,67420,Tyrant-flycatchers,Knipolegus striaticeps,Cinereous Black-tyrant,LC,False,False,False,False,True,Full migrant,True,False,False,0,,1070000,Unknown,not applicable,Decreasing,suspected
22700315,67500,Tyrant-flycatchers,Satrapa icterophrys,Yellow-browed Tyrant,LC,False,False,False,False,True,Full migrant,True,True,False,0,,12500000,Unknown,not applicable,Stable,suspected
